169,418,31,287.433,0.00304233,0
426,257,31,208.055,0.00591459,0
615,506,31,78.5858,0.00437427,0
615,449,31,309.742,0.00946608,0
584,449,31,289.552,0.00344072,0
441,339,31,326.581,0.00455407,0
479,449,31,283.286,0.00545545,0
423,256,31,141.417,0.00306847,0
577,412,31,143.851,0.0044531,0
266,390,31,41.8127,0.0063792,0
757,255,31,83.1123,0.00414357,0
299,390,31,125.426,0.002994,0
659,258,31,214.358,0.00451256,0
751,258,31,53.0212,0.00446836,0
782,247,31,62.0958,0.0030284,0
244,451,31,65.4136,0.00403123,0
419,340,31,157.244,0.00523294,0
444,340,31,323.095,0.00494339,0
455,340,31,313.577,0.00531892,0
468,451,31,267.461,0.00551477,0
513,451,31,210.497,0.00597176,0
515,451,31,212.698,0.00541082,0
524,528,31,81.7806,0.00478838,0
350,507,31,17.6362,0.00422262,0
373,253,31,19.9059,0.00766312,0
377,506,31,63.9875,0.00370114,0
581,448,31,314.695,0.00620957,0
669,252,31,260.759,0.00605588,0
580,451,31,305.866,0.00324223,0
522,528,31,76.9893,0.00687591,0
551,448,31,39.3072,0.00358483,0
471,448,31,265.945,0.0040046,0
356,507,31,46.1709,0.00532673,0
664,389,31,100.321,0.00302085,0
380,252,31,119.777,0.00421649,0
583,411,31,154.122,0.0058761,0
575,411,31,128.718,0.00344735,0
447,341,31,325.477,0.00470565,0
175,338,31,307.784,0.00304328,0
459,341,31,338.176,0.00271203,0
548,250,31,232.607,0.00273709,0
690,341,31,310.217,0.00697757,0
246,452,31,58.0793,0.00298377,0
42,342,31,72.2306,0.00333942,0
171,338,31,335.409,0.00271542,0
353,389,31,351.532,0.00391452,0
527,374,31,215.333,0.00306447,0
337,452,31,251.341,0.00491021,0
613,505,31,94.1761,0.0033623,0
511,452,31,207.54,0.00367393,0
65,453,31,287.157,0.00300367,0
332,453,31,259.047,0.00555103,0
366,342,31,317.886,0.00435107,0
366,261,31,48.5177,0.00313683,0
592,447,31,188.799,0.00561432,0
375,249,31,120.457,0.00961129,0
367,249,31,1.86859,0.00292782,0
462,453,31,277.959,0.00334888,0
469,453,31,266.013,0.00650047,0
482,453,31,291.56,0.0058375,0
659,390,31,100.369,0.00970918,0
777,247,31,59.2567,0.00335561,0
529,529,31,80.8786,0.00462057,0
691,247,31,180.829,0.00363142,0
506,447,31,218.18,0.00327446,0
473,447,31,267.327,0.00807993,0
441,247,31,80.7581,0.00433346,0
436,319,31,336.146,0.004091,0
297,411,31,305.806,0.00439232,0
489,343,31,264.512,0.00364125,0
287,411,31,298.859,0.0120154,0
589,343,31,308.329,0.00421915,0
40,344,31,75.7755,0.00571565,0
532,529,31,83.4443,0.00349731,0
446,246,31,267.168,0.00402012,0
378,246,31,152.093,0.0030424,0
455,337,31,301.016,0.00550169,0
371,226,31,118.233,0.00472686,0
533,527,31,82.5372,0.00287111,0
706,245,31,335.212,0.00273918,0
560,245,31,205.507,0.0044313,0
440,337,31,331.692,0.00375917,0
444,245,31,35.6883,0.00649444,0
281,508,31,87.4959,0.00287313,0
383,245,31,140.158,0.00281844,0
605,504,31,111.685,0.00351147,0
586,504,31,34.1933,0.00430494,0
666,390,31,97.1433,0.00294491,0
583,504,31,35.9567,0.00307925,0
527,527,31,90.3384,0.00548824,0
332,455,31,256.092,0.00348677,0
780,244,31,57.251,0.00346953,0
605,344,31,1.49772,0.00286588,0
447,455,31,237.446,0.00303409,0
385,504,31,357.645,0.00381314,0
410,410,31,62.4064,0.00549106,0
518,527,31,77.5681,0.0050458,0
595,455,31,206.098,0.00575133,0
366,244,31,5.67772,0.00497416,0
407,410,31,65.2705,0.00498221,0
273,410,31,300.331,0.00375601,0
337,345,31,323.244,0.00365112,0
367,345,31,287.569,0.00316585,0
443,345,31,338.074,0.00327939,0
371,243,31,33.945,0.00296307,0
354,508,31,22.4291,0.00458357,0
172,462,31,106.721,0.00791252,0
362,242,31,1.73143,0.011201,0
467,456,31,264.824,0.00829373,0
515,456,31,193.297,0.00443955,0
786,241,31,60.6055,0.00600469,0
522,241,31,226.911,0.0029475,0
585,460,31,267.528,0.0036414,0
584,408,31,148.456,0.00281651,0
353,346,31,251.207,0.0038239,0
364,346,31,291.806,0.00678261,0
376,241,31,126.467,0.00753759,0
784,240,31,56.3529,0.00497228,0
115,530,31,36.0071,0.00583848,0
606,346,31,4.48147,0.00357594,0
381,240,31,141.174,0.00490292,0
655,387,31,89.7444,0.00416708,0
284,413,31,294.871,0.00720793,0
578,445,31,311.146,0.00452353,0
425,265,31,188.014,0.00430708,0
339,347,31,309.783,0.00273502,0
346,347,31,293.83,0.00276568,0
305,65,31,264.901,0.00290907,0
587,457,31,259.846,0.00408698,0
290,413,31,330.58,0.00454362,0
587,508,31,38.4678,0.00406537,0
589,508,31,37.0651,0.00403099,0
551,239,31,204.999,0.00271946,0
410,347,31,238.624,0.00370719,0
293,413,31,335.73,0.00512486,0
411,530,31,98.1192,0.00303106,0
459,336,31,318.374,0.00354726,0
488,458,31,290.469,0.00325675,0
587,347,31,320.8,0.0118952,0
582,458,31,267.676,0.00608753,0
802,265,31,308.207,0.00518611,0
365,238,31,5.20926,0.0120252,0
336,266,31,114.171,0.00297985,0
168,457,31,81.711,0.00934364,0
269,406,31,314.47,0.00294531,0
401,336,31,158.138,0.0115013,0
412,348,31,218.975,0.00322698,0
363,336,31,336.67,0.00479617,0
356,336,31,177.232,0.00338246,0
435,391,31,185.265,0.00350011,0
305,67,31,258.916,0.00522172,0
259,409,31,292.129,0.00282329,0
559,444,31,27.7727,0.00362039,0
382,236,31,138.418,0.00721479,0
683,408,31,230.983,0.00315032,0
567,349,31,161.931,0.00350594,0
505,444,31,214.454,0.0074556,0
671,349,31,266.403,0.00536585,0
721,335,31,193.335,0.0087384,0
378,235,31,134.951,0.00424028,0
365,235,31,358.636,0.00780106,0
419,460,31,263.624,0.00408411,0
275,468,31,247.133,0.0102993,0
270,387,31,48.5364,0.00333233,0
299,350,31,164.385,0.00293704,0
525,530,31,89.3146,0.00417536,0
119,444,31,294.923,0.00442186,0
506,408,31,208.781,0.00432842,0
259,509,31,86.4452,0.00777332,0
501,408,31,226.67,0.00302619,0
411,350,31,245.367,0.00558274,0
156,461,31,68.6076,0.00359708,0
352,359,31,86.7708,0.00394501,0
169,461,31,96.3176,0.0116886,0
445,343,31,334.673,0.0060421,0
419,335,31,149.063,0.00953176,0
757,232,31,180.482,0.00342782,0
378,232,31,149.918,0.00293785,0
367,232,31,358.279,0.00421739,0
335,269,31,116.618,0.00721408,0
176,335,31,328.522,0.00303844,0
288,408,31,291.072,0.00613157,0
152,462,31,68.2921,0.00534268,0
353,351,31,259.757,0.0288261,0
582,443,31,307.563,0.00552717,0
557,443,31,22.5911,0.00433264,0
471,230,31,59.9329,0.0033515,0
517,443,31,238.949,0.00401018,0
283,408,31,271.5,0.00880671,0
502,443,31,204.417,0.00390782,0
124,414,31,14.2126,0.0036424,0
246,443,31,66.319,0.00511923,0
533,524,31,84.3452,0.00322095,0
267,408,31,311.563,0.00295338,0
526,524,31,83.3723,0.00279256,0
117,443,31,300.198,0.00416933,0
613,442,31,330.765,0.00650111,0
507,442,31,213.876,0.00710958,0
156,463,31,68.5805,0.00609528,0
413,334,31,131.206,0.0115617,0
408,334,31,131.224,0.0166684,0
337,271,31,109.992,0.00690754,0
349,271,31,55.5156,0.00352192,0
520,463,31,264.552,0.00327288,0
355,510,31,8.57907,0.00294996,0
505,271,31,333.782,0.00459623,0
653,352,31,254.01,0.00280782,0
153,464,31,68.389,0.00615364,0
347,353,31,282.17,0.00456067,0
273,464,31,241.644,0.00745045,0
412,353,31,231.562,0.00336194,0
272,392,31,55.6867,0.0030319,0
405,531,31,95.1854,0.00376344,0
277,414,31,320.28,0.0039661,0
157,582,31,28.4774,0.00279072,0
501,225,31,89.3285,0.00502599,0
34,501,31,339.361,0.0078771,0
368,225,31,67.2412,0.00448321,0
672,252,31,269.077,0.00493478,0
646,353,31,310.395,0.00325017,0
592,441,31,175.176,0.00690385,0
64,582,31,327.526,0.00490477,0
452,441,31,358.602,0.00375303,0
371,224,31,124.431,0.00320945,0
130,407,31,208.136,0.00415419,0
365,414,31,117.238,0.00484308,0
405,273,31,320.29,0.00972163,0
172,465,31,112.629,0.00611982,0
498,223,31,102.432,0.00666953,0
439,500,31,201.704,0.00281512,0
362,223,31,9.31475,0.00380447,0
247,441,31,62.7802,0.00406081,0
355,354,31,249.549,0.00894367,0
490,273,31,172.975,0.00373028,0
562,333,31,163.142,0.00345142,0
635,406,31,62.9136,0.00365507,0
569,354,31,173.664,0.00689391,0
209,365,31,34.0726,0.00296861,0
375,221,31,152.978,0.00349139,0
159,581,31,94.1954,0.00397285,0
340,275,31,96.5372,0.00398041,0
558,220,31,145.846,0.00548036,0
554,220,31,131.601,0.00931852,0
552,220,31,126.112,0.00503149,0
515,440,31,239.863,0.0033632,0
373,220,31,140.373,0.00701048,0
203,385,31,20.3126,0.00297999,0
684,366,31,274.647,0.00472211,0
353,355,31,250.429,0.0135791,0
363,355,31,251.349,0.00309563,0
507,440,31,210.77,0.00673682,0
687,219,31,220.643,0.00646036,0
445,355,31,27.5194,0.010112,0
543,355,31,27.2638,0.00330796,0
441,499,31,192.217,0.00329496,0
382,499,31,20.9067,0.00597978,0
556,218,31,129.009,0.00537944,0
648,355,31,294.489,0.00427914,0
754,217,31,175.086,0.00318082,0
431,392,31,184.809,0.00714765,0
272,467,31,249.53,0.00598521,0
513,529,31,76.1403,0.00303291,0
389,276,31,190.929,0.00438673,0
408,276,31,338.894,0.00739052,0
518,529,31,83.102,0.00750448,0
350,356,31,271.173,0.00487758,0
410,276,31,335.773,0.00921294,0
358,356,31,216.194,0.00550992,0
32,440,31,51.6945,0.00382241,0
365,337,31,349.068,0.0042659,0
653,392,31,87.1019,0.00906351,0
696,216,31,284.938,0.00718822,0
37,499,31,340.649,0.00379016,0
363,332,31,323.015,0.00444475,0
779,276,31,284.8,0.00314733,0
548,215,31,115.901,0.00417235,0
272,415,31,325.6,0.00322211,0
281,415,31,325.297,0.00727063,0
528,523,31,89.5474,0.0029214,0
520,531,31,75.0767,0.00484789,0
624,498,31,45.6505,0.00452423,0
512,439,31,234.633,0.00600128,0
413,415,31,71.4218,0.00405268,0
752,214,31,182.851,0.00304485,0
546,214,31,116.202,0.00615985,0
403,277,31,328.357,0.00406196,0
433,415,31,152.417,0.0051482,0
170,405,31,237.725,0.00404006,0
218,498,31,192.362,0.00390337,0
278,468,31,250.212,0.00828904,0
619,213,31,127.948,0.00577668,0
551,213,31,112.806,0.0037776,0
121,439,31,290.339,0.00295233,0
262,511,31,87.0449,0.00334308,0
754,212,31,205.257,0.00458978,0
815,357,31,143.439,0.00351109,0
366,212,31,82.238,0.00749461,0
634,497,31,32.498,0.00274273,0
751,211,31,188.171,0.00474266,0
632,404,31,59.4526,0.00353286,0
785,277,31,263.267,0.00676219,0
544,211,31,119.283,0.00700035,0
538,211,31,57.0454,0.00698978,0
608,415,31,21.0176,0.00363699,0
500,331,31,175.891,0.00481352,0
772,171,31,73.3323,0.00279488,0
549,210,31,119.729,0.00683882,0
446,497,31,179.157,0.00566253,0
615,358,31,233.219,0.00578736,0
634,209,31,58.5733,0.00493639,0
753,208,31,211.315,0.00428729,0
552,208,31,111.368,0.00588904,0
546,208,31,132.09,0.00293531,0
817,358,31,151.502,0.00280789,0
438,497,31,187.522,0.00534609,0
453,438,31,14.0588,0.00293404,0
263,469,31,256.01,0.00887033,0
638,207,31,73.0132,0.00425911,0
273,469,31,250.835,0.00373037,0
306,469,31,106.187,0.00333727,0
364,279,31,249.991,0.00406547,0
395,279,31,212.762,0.0047329,0
615,206,31,124.766,0.00335354,0
352,383,31,348.109,0.00278679,0
382,511,31,42.5155,0.00327736,0
425,359,31,135.353,0.00841694,0
742,330,31,318.298,0.00776763,0
610,359,31,296.171,0.00938772,0
38,438,31,242.111,0.00326393,0
552,203,31,96.1363,0.00850922,0
315,360,31,353.083,0.00380167,0
399,330,31,147.416,0.00916141,0
277,416,31,341.309,0.00326664,0
360,330,31,56.7004,0.00439028,0
362,281,31,241.649,0.00309607,0
295,416,31,14.2557,0.00588053,0
80,497,31,271.896,0.00491181,0
521,360,31,155.521,0.00343285,0
331,522,31,165.625,0.00316138,0
207,361,31,349.372,0.00561797,0
311,398,31,117.696,0.00372945,0
427,416,31,148,0.0035283,0
68,497,31,272.954,0.00291845,0
409,282,31,341.193,0.00675939,0
454,282,31,337.822,0.00291518,0
35,437,31,89.2021,0.00391811,0
265,393,31,36.4124,0.00357082,0
199,373,31,23.1264,0.00378479,0
302,361,31,159.171,0.00314165,0
257,471,31,257.993,0.00310048,0
260,471,31,253.926,0.00502249,0
441,416,31,102.484,0.00314525,0
611,436,31,336.744,0.00964609,0
445,361,31,30.6504,0.00353862,0
584,496,31,12.7578,0.00273175,0
33,442,31,202.805,0.00313455,0
557,197,31,326.939,0.00283685,0
583,329,31,356.623,0.00901225,0
515,329,31,351.08,0.00849516,0
95,522,31,260.317,0.00286391,0
757,283,31,350.1,0.00283793,0
210,362,31,25.6418,0.00476745,0
500,328,31,167.179,0.00726972,0
576,435,31,288.481,0.00659589,0
254,472,31,246.272,0.00305537,0
498,472,31,13.2053,0.00425232,0
411,328,31,119.449,0.0211242,0
172,417,31,278.153,0.00278626,0
767,327,31,262.865,0.00540909,0
298,473,31,129.6,0.00293235,0
219,496,31,195.282,0.00372518,0
557,193,31,334.61,0.00843629,0
287,417,31,25.493,0.00538907,0
440,327,31,338.295,0.00435,0
82,496,31,267.71,0.00642442,0
438,327,31,341.827,0.00432352,0
464,520,31,169.224,0.00276105,0
628,393,31,77.3306,0.00433268,0
361,327,31,47.2661,0.00500508,0
61,577,31,339.44,0.00819505,0
360,488,31,203.11,0.00274815,0
54,554,31,7.07327,0.00396083,0
573,434,31,295.491,0.00548552,0
658,401,31,98.7102,0.0125945,0
531,434,31,209.086,0.00287896,0
764,286,31,153.231,0.00440744,0
777,286,31,0.154956,0.00384372,0
630,401,31,56.7835,0.00584982,0
623,401,31,66.4045,0.00331881,0
333,520,31,155.077,0.00303998,0
260,434,31,64.5893,0.00451791,0
781,277,31,282.231,0.00446115,0
206,365,31,20.366,0.00307761,0
772,326,31,248.963,0.00459534,0
598,495,31,88.0125,0.00312851,0
281,475,31,263.085,0.00574301,0
775,287,31,37.4473,0.00280025,0
343,365,31,304.464,0.00317975,0
414,417,31,78.566,0.0045104,0
363,365,31,132.294,0.00641185,0
633,326,31,327.408,0.0028696,0
436,417,31,155.564,0.00485208,0
182,401,31,132.184,0.00277969,0
413,288,31,292.444,0.00299089,0
575,433,31,298.325,0.00867619,0
224,476,31,251.935,0.00606525,0
467,381,31,335.248,0.00354353,0
365,476,31,148.465,0.00512722,0
368,476,31,158.9,0.00343422,0
559,519,31,84.5349,0.00350916,0
515,326,31,350.291,0.00870547,0
500,476,31,0.345965,0.0039083,0
597,186,31,204.022,0.00452525,0
454,519,31,144.278,0.00276483,0
353,289,31,148.413,0.00275333,0
587,185,31,208.176,0.00883624,0
212,477,31,272.66,0.00326801,0
275,416,31,338.639,0.00386667,0
349,512,31,359.862,0.0102739,0
352,512,31,359.79,0.00764223,0
127,433,31,212.417,0.00281776,0
359,326,31,78.2027,0.00331722,0
346,366,31,328.009,0.00376844,0
761,289,31,122.714,0.0155294,0
342,519,31,79.5197,0.00478115,0
355,290,31,168.517,0.00384872,0
101,495,31,253.537,0.00271601,0
628,400,31,54.3769,0.005961,0
271,478,31,271.505,0.00452039,0
86,495,31,261.849,0.00561323,0
78,495,31,281.936,0.00304879,0
58,495,31,289.366,0.00605301,0
681,366,31,283.991,0.00452358,0
755,290,31,80.8025,0.00658795,0
557,432,31,346.956,0.00287573,0
380,512,31,80.5634,0.00416984,0
501,478,31,336.031,0.00275723,0
625,494,31,35.2544,0.0042357,0
294,418,31,27.4529,0.00533712,0
415,325,31,123.712,0.00577786,0
354,182,31,219.854,0.00611109,0
445,494,31,168.839,0.0105623,0
438,494,31,148.405,0.0044901,0
406,291,31,298.712,0.00522858,0
399,325,31,154.21,0.0157106,0
263,479,31,226.385,0.0128384,0
753,180,31,54.7973,0.0030427,0
543,418,31,143.104,0.00351819,0
647,380,31,335.428,0.00578653,0
560,418,31,17.5999,0.00295339,0
573,431,31,293.934,0.00695838,0
286,394,31,107.44,0.00502866,0
536,431,31,199.023,0.00299896,0
362,367,31,125.152,0.00548648,0
368,367,31,137.504,0.00635981,0
429,367,31,118.89,0.00322423,0
413,431,31,239.689,0.00561291,0
265,431,31,55.8436,0.00501071,0
622,292,31,332.222,0.00323062,0
