627.893,65.4067,11.4643,10027519,0.0194316
627.125,70.4236,11.4795,13173247,0.0161322
393.427,83.9637,78.8855,2687487,0.0352215
577.017,85.8985,85.2668,8585727,0.0153889
584.963,87.5019,261.127,11534847,0.0360402
387.469,90.1582,199.302,6226431,0.0306099
387.469,90.1582,52.4542,6226431,0.0306099
398.745,89.87,225.306,8126975,0.0289914
398.745,89.87,90.8931,8126975,0.0289914
403.225,90.0073,346.142,9896447,0.035751
550.813,90.5616,85.3846,524799,0.0155007
389.742,91.9469,196.325,6095359,0.0411715
389.742,91.9469,156.751,6095359,0.0411715
411.879,91.7803,286.761,10289663,0.01764
411.879,91.7803,119.863,10289663,0.01764
558.472,91.8976,259.855,16515583,0.032819
379.153,92.5908,57.3002,7733759,0.0140337
401.792,92.5476,281.061,4391423,0.036627
623.593,92.3407,0.309509,10551807,0.031794
406.245,93.1308,303.232,11534847,0.0402883
392.763,93.9133,246.737,5767679,0.0437291
438.412,94.4876,110.544,15204863,0.0153497
645.416,94.6352,341.852,1573375,0.0372058
419.632,94.9386,293.838,9306623,0.0191161
419.632,94.9386,104.65,9306623,0.0191161
535.93,94.9736,257.981,14090751,0.0272347
553.232,96.0978,259.922,1901311,0.0293413
442.861,96.4011,107.318,5505535,0.0141231
384.028,98.1968,239.269,6619647,0.0274528
419.717,97.9415,288.908,12583423,0.0317279
501.226,98.0119,82.4365,5439999,0.0168603
531.479,98.8554,264.708,9699839,0.0167595
600.984,99.1228,78.6667,7078399,0.034667
649.222,98.9031,343.115,13042175,0.0301492
386.011,100.222,239.441,14811647,0.0295593
402.738,99.8539,5.38455,7995903,0.0598777
371.952,100.952,56.0845,13107711,0.0197835
776.98,100.949,263.022,10682879,0.0242823
375.487,101.49,59.709,3801599,0.0136495
477.151,101.482,127.123,7340543,0.0246324
442.223,102.841,119.468,787199,0.0231646
505.005,103.138,259,2949887,0.0241899
569.89,104.489,77.623,2228735,0.0310804
650.533,105.041,351.037,4391423,0.0299555
397.055,105.586,81.9823,4194815,0.0386409
765.952,105.578,259.592,16581119,0.0225236
444.409,106.145,288.527,11600383,0.0273112
363.984,106.667,48.2994,10945023,0.0171221
472.172,106.512,260.28,459263,0.0171795
472.172,106.512,75.7337,459263,0.0171795
372.578,107.007,241.607,197119,0.0350181
403.395,107.428,28.9035,12648959,0.0377209
414.172,107.955,110.861,12714495,0.0224308
451.394,108.637,289.884,13959679,0.0310552
388.278,108.716,61.4514,3277311,0.0216479
475.993,108.827,184.326,6226431,0.0612041
542.645,109.033,78.4559,4391423,0.0232243
417.288,109.462,132.32,6226431,0.0202356
718.303,109.878,259.962,14811647,0.0225907
455.245,110.365,280.939,5898751,0.0329701
460.129,111.584,274.112,9044479,0.0392321
509.649,113.508,80.0683,11272703,0.0346095
354.481,113.818,60.9781,11207167,0.0233422
652.468,114.364,350.208,7668223,0.0296762
416.371,115.34,77.5738,6291967,0.0162639
497.014,115.464,80.0287,8061439,0.0300896
613.07,115.861,275.879,7995903,0.0143104
427.644,117.087,121.854,6685183,0.0163937
453.042,117.213,191.846,131583,0.0417548
453.042,117.213,88.3946,131583,0.0417548
571.46,117.134,348.514,13566463,0.0296987
571.46,117.134,82.2214,13566463,0.0296987
632.181,116.963,138.983,9306623,0.0665307
481.207,118.008,88.1575,9896447,0.0361396
568.267,118.141,348.1,10617343,0.037529
417.104,118.34,77.5637,9241087,0.0161179
534.356,118.239,99.1235,3670527,0.0512855
652.082,119.233,27.0696,11207167,0.0424155
639.864,119.423,12.7839,6750719,0.0298196
350.451,120.022,232.297,262655,0.0205585
555.38,119.758,271.939,13894143,0.0331566
616.17,119.971,320.188,6619647,0.0295977
518.291,121.167,128.697,2032383,0.0348769
518.291,121.167,90.0873,2032383,0.0348769
496.807,121.658,259.81,7012863,0.0345354
521.839,121.401,79.3811,2294271,0.0294385
568.055,121.626,91.7352,16450047,0.0213863
568.055,121.626,16.9415,16450047,0.0213863
572.295,121.894,92.4488,459519,0.0310206
538.756,122.296,335.896,7275007,0.0270586
538.756,122.296,260.05,7275007,0.0270586
538.756,122.296,175.248,7275007,0.0270586
538.756,122.296,87.3852,7275007,0.0270586
652.628,122.609,262.013,12124671,0.0194257
627.528,123.739,359.35,14287359,0.0211826
627.528,123.739,199.347,14287359,0.0211826
750.716,123.644,80.5883,9568767,0.0487451
522.863,124.09,80.2218,3408383,0.0243894
644.966,124.3,186.654,1245695,0.0231339
323.476,125.072,34.3972,12124671,0.0151769
525.658,124.995,188.358,2425343,0.026508
525.658,124.995,70.2523,2425343,0.026508
591.362,124.859,278.875,7209471,0.0192314
591.362,124.859,152.606,7209471,0.0192314
595.655,124.826,268.659,9372159,0.0431152
595.655,124.826,151.787,9372159,0.0431152
434.288,125.581,294.337,7078399,0.0159284
599.676,125.56,202.179,9437695,0.0434133
599.676,125.56,33.6064,9437695,0.0434133
547.043,126.085,66.8465,10420735,0.0410312
608.429,125.853,257.429,5636607,0.019471
621.479,126.13,1.51453,8192511,0.054624
535.888,126.422,176.412,1835519,0.0244935
538.923,126.867,21.529,15663615,0.0302058
473.317,127.599,82.1946,10617343,0.0363812
633.758,127.326,173.257,10813951,0.0483176
517.546,128.89,70.9779,5767679,0.0142257
644.287,129.19,189.395,5177855,0.0148082
340.124,129.434,248.941,13107711,0.0374115
522.815,129.305,70.887,15335935,0.0371448
606.368,129.47,183.308,3932671,0.030269
619.803,129.804,62.4579,3932671,0.0295037
363.228,130.415,114.557,3867135,0.0141504
536.767,130.451,258.995,4522495,0.0297663
594.672,130.403,134.632,13631999,0.044323
343.077,131.054,240.85,6619647,0.0378859
763.443,130.862,79.1745,2032127,0.0291051
305.09,131.559,259.908,14287359,0.0336712
322.514,131.589,339.433,2032127,0.0410437
322.514,131.589,267.109,2032127,0.0410437
397.206,131.554,108.148,13631999,0.0418464
236.78,132.709,320.524,7995903,0.0320737
523.913,132.405,255.408,13173247,0.0337517
637.716,133.079,161.192,14615039,0.0634969
328.364,133.687,253.79,3670527,0.033503
265.096,133.845,78.7626,8782335,0.0141277
515.012,133.934,257.655,14877183,0.0387262
527.213,133.833,251.723,3015167,0.026028
580.505,134.327,298.312,4915711,0.0159077
580.505,134.327,33.2611,4915711,0.0159077
640.403,134.728,189.62,13042175,0.041971
640.403,134.728,14.6021,13042175,0.041971
643.6,134.398,189.057,8782335,0.0206766
229.481,135.973,216.406,10420735,0.0328219
326.669,136.343,2.63977,11338239,0.0435566
637.788,136.363,154.95,4915711,0.0419014
576.282,137.4,243.668,7143935,0.0394919
576.282,137.4,139.679,7143935,0.0394919
521.076,138.22,83.7722,16318975,0.0145143
521.076,138.22,35.332,16318975,0.0145143
602.273,138.251,153.83,13042175,0.0270191
570.567,138.953,213.582,13959679,0.0232746
346.483,139.304,50.548,8454655,0.022829
636.114,139.45,156.661,11010559,0.0356458
688.898,139.493,259.313,131583,0.0489575
330.202,139.843,121.003,2818559,0.0193665
646.151,139.817,86.5845,4325887,0.0417599
348.947,140.406,21.1138,786943,0.0181852
616.034,140.404,324.645,6291967,0.0391162
235.31,141.032,75.5501,12452351,0.0531833
333.64,141.013,122.634,1573375,0.0167637
