16, 7, 1, 1, 1, 0, 7, 27, 56, 0, 0, 0, 1, 1, 10, 127, 77, 2, 0, 0, 0, 0, 20, 127, 11, 9, 4, 1, 1, 20, 72, 50, 40, 0, 0, 0, 0, 0, 35, 110, 117, 5, 0, 0, 0, 2, 63, 91, 127, 26, 0, 0, 0, 0, 7, 72, 61, 3, 0, 0, 0, 26, 56, 34, 127, 33, 0, 0, 0, 0, 11, 54, 50, 4, 0, 0, 0, 3, 78, 89, 127, 9, 0, 0, 0, 0, 12, 121, 102, 4, 2, 2, 1, 4, 2, 20, 127, 57, 0, 0, 0, 0, 0, 10, 127, 10, 0, 0, 0, 0, 4, 78, 72, 4, 4, 1, 0, 0, 1, 107, 26, 4, 24, 33, 0, 0, 0, 14
0, 29, 117, 0, 0, 0, 0, 0, 0, 48, 117, 9, 0, 0, 0, 0, 0, 9, 114, 43, 0, 0, 0, 0, 0, 26, 117, 5, 0, 0, 0, 0, 15, 50, 117, 0, 0, 0, 7, 6, 72, 108, 59, 10, 6, 1, 0, 8, 5, 9, 71, 110, 66, 5, 0, 0, 0, 15, 117, 29, 11, 3, 2, 0, 12, 3, 2, 0, 0, 6, 117, 36, 63, 5, 0, 1, 7, 11, 61, 99, 4, 0, 1, 8, 81, 112, 45, 7, 0, 1, 8, 4, 14, 46, 113, 1, 0, 0, 0, 0, 0, 10, 117, 7, 0, 0, 0, 0, 0, 9, 117, 32, 0, 0, 0, 0, 1, 66, 111, 3, 0, 0, 0, 0, 0, 26, 117, 2
0, 27, 117, 1, 0, 0, 0, 0, 1, 67, 111, 3, 0, 0, 0, 0, 0, 10, 117, 31, 0, 0, 0, 0, 0, 10, 117, 7, 0, 0, 0, 0, 14, 46, 112, 1, 0, 1, 8, 4, 82, 112, 44, 7, 4, 0, 1, 9, 7, 12, 62, 99, 63, 4, 0, 1, 0, 6, 117, 36, 12, 3, 2, 0, 11, 3, 2, 0, 0, 16, 117, 29, 66, 5, 0, 0, 5, 9, 72, 110, 6, 0, 0, 9, 73, 108, 59, 10, 0, 0, 8, 7, 15, 50, 117, 0, 0, 0, 0, 0, 0, 27, 117, 5, 0, 0, 0, 0, 0, 9, 114, 43, 0, 0, 0, 0, 0, 49, 117, 9, 0, 0, 0, 0, 0, 30, 117, 0
61, 17, 0, 0, 42, 19, 0, 0, 53, 12, 0, 0, 101, 46, 0, 0, 114, 20, 0, 0, 69, 44, 1, 2, 2, 0, 0, 0, 117, 104, 1, 2, 110, 62, 1, 2, 29, 8, 0, 1, 38, 10, 1, 2, 117, 54, 3, 4, 117, 28, 0, 0, 46, 36, 5, 22, 7, 0, 0, 0, 117, 117, 26, 7, 117, 25, 0, 1, 5, 5, 8, 73, 12, 2, 1, 3, 38, 95, 61, 29, 96, 14, 4, 3, 7, 32, 36, 103, 11, 4, 3, 24, 62, 117, 27, 14, 45, 41, 8, 2, 0, 1, 3, 60, 4, 8, 11, 55, 31, 16, 14, 9, 21, 81, 46, 37, 15, 4, 4, 8, 8, 30, 12, 62, 103, 9, 0, 1
22, 19, 1, 0, 0, 0, 0, 2, 36, 26, 2, 2, 0, 0, 4, 30, 62, 5, 1, 3, 1, 0, 7, 123, 75, 24, 3, 0, 0, 4, 25, 123, 31, 2, 0, 0, 0, 0, 8, 19, 123, 7, 0, 0, 0, 0, 14, 112, 123, 2, 0, 0, 0, 0, 44, 123, 123, 2, 0, 0, 0, 5, 20, 81, 18, 3, 0, 0, 0, 0, 10, 14, 123, 54, 0, 0, 0, 0, 2, 29, 123, 15, 0, 0, 0, 0, 15, 123, 104, 5, 11, 9, 0, 0, 1, 85, 9, 0, 0, 0, 0, 0, 2, 20, 123, 5, 0, 0, 0, 0, 0, 122, 123, 3, 3, 8, 1, 0, 0, 117, 19, 6, 39, 69, 1, 0, 0, 12
14, 0, 0, 0, 0, 0, 18, 146, 146, 5, 0, 0, 0, 0, 3, 146, 146, 35, 0, 0, 0, 0, 0, 12, 27, 11, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 17, 146, 94, 3, 0, 0, 0, 1, 46, 146, 146, 34, 0, 0, 0, 0, 3, 18, 52, 16, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 48, 146, 11, 0, 0, 1, 1, 18, 146, 67, 130, 11, 0, 0, 0, 4, 27, 46, 47, 24, 3, 0, 0, 0, 0, 1, 29, 10, 18, 4, 0, 0, 5, 68, 2, 3, 60, 40, 3, 9, 21, 10, 25, 57, 42, 12, 1, 3, 6, 6, 23, 43, 3, 0, 0, 0, 0, 0
13, 133, 39, 0, 0, 0, 0, 0, 21, 133, 94, 0, 0, 0, 0, 1, 23, 102, 46, 1, 0, 0, 0, 1, 21, 21, 18, 6, 0, 0, 0, 5, 33, 116, 22, 0, 0, 0, 0, 1, 133, 115, 20, 0, 0, 0, 0, 19, 131, 36, 3, 0, 0, 0, 0, 24, 74, 12, 2, 0, 0, 0, 0, 35, 75, 7, 0, 0, 0, 5, 7, 7, 133, 59, 0, 0, 0, 0, 0, 13, 133, 32, 0, 0, 0, 0, 0, 59, 49, 0, 0, 0, 0, 0, 0, 65, 24, 2, 0, 0, 0, 13, 35, 25, 133, 19, 0, 0, 0, 0, 3, 130, 129, 4, 0, 0, 0, 0, 0, 132, 15, 0, 0, 0, 0, 0, 0, 26
49, 0, 0, 0, 0, 0, 1, 23, 129, 1, 0, 0, 0, 0, 0, 85, 117, 3, 0, 0, 0, 1, 40, 112, 6, 0, 0, 0, 0, 2, 115, 48, 35, 0, 0, 0, 0, 0, 81, 114, 129, 10, 0, 0, 0, 0, 43, 125, 129, 40, 0, 0, 0, 0, 3, 30, 60, 6, 0, 0, 0, 0, 11, 19, 8, 0, 0, 0, 0, 0, 123, 129, 20, 1, 0, 0, 0, 0, 129, 122, 129, 8, 0, 0, 0, 0, 23, 80, 67, 14, 4, 0, 0, 0, 0, 6, 7, 0, 0, 0, 0, 2, 82, 66, 6, 0, 0, 0, 0, 2, 70, 25, 38, 6, 0, 0, 0, 0, 30, 38, 14, 19, 9, 0, 0, 0, 13, 8
24, 129, 3, 0, 2, 5, 2, 2, 120, 85, 0, 1, 1, 35, 106, 39, 15, 6, 1, 5, 20, 141, 141, 10, 0, 0, 0, 0, 2, 91, 141, 37, 45, 39, 1, 0, 2, 15, 38, 14, 141, 79, 1, 2, 3, 3, 5, 39, 60, 15, 4, 17, 60, 39, 12, 14, 2, 2, 2, 2, 8, 17, 58, 22, 41, 4, 1, 1, 6, 11, 23, 25, 141, 39, 3, 1, 1, 1, 4, 60, 49, 29, 14, 27, 22, 12, 3, 11, 2, 10, 40, 26, 10, 3, 2, 3, 26, 2, 1, 0, 6, 16, 32, 70, 112, 5, 4, 1, 0, 0, 4, 109, 25, 6, 21, 31, 21, 6, 2, 14, 0, 0, 20, 141, 43, 1, 0, 0
6, 6, 1, 0, 0, 1, 68, 87, 93, 31, 2, 0, 0, 0, 39, 117, 117, 36, 3, 1, 3, 17, 5, 38, 4, 4, 3, 16, 59, 58, 18, 5, 0, 0, 38, 39, 1, 3, 98, 82, 13, 28, 117, 53, 0, 0, 32, 63, 89, 117, 50, 4, 2, 0, 0, 10, 21, 27, 3, 10, 117, 28, 0, 0, 1, 2, 75, 117, 37, 8, 4, 1, 78, 27, 104, 47, 1, 0, 0, 14, 117, 41, 12, 1, 0, 0, 0, 44, 49, 13, 1, 3, 46, 25, 0, 5, 2, 7, 3, 10, 68, 47, 6, 4, 96, 5, 2, 1, 7, 8, 7, 106, 117, 0, 0, 0, 0, 0, 0, 117, 16, 0, 2, 8, 6, 7, 2, 17
1, 2, 57, 31, 24, 30, 7, 2, 82, 72, 48, 6, 0, 1, 4, 4, 93, 50, 2, 10, 78, 19, 0, 0, 0, 0, 1, 15, 118, 43, 1, 0, 0, 0, 1, 1, 10, 118, 63, 1, 90, 10, 1, 0, 0, 52, 87, 27, 118, 22, 0, 0, 48, 33, 10, 30, 2, 0, 0, 0, 117, 115, 35, 7, 0, 0, 0, 0, 1, 118, 61, 0, 9, 0, 0, 0, 0, 88, 118, 32, 39, 1, 0, 0, 4, 26, 103, 118, 1, 0, 2, 4, 11, 98, 118, 21, 1, 5, 37, 15, 2, 9, 7, 1, 2, 7, 100, 10, 0, 5, 41, 7, 2, 30, 96, 6, 0, 2, 27, 24, 1, 7, 35, 77, 11, 10, 16, 3
1, 3, 5, 2, 10, 24, 92, 41, 13, 5, 12, 0, 0, 0, 113, 77, 100, 11, 2, 2, 4, 5, 16, 107, 10, 1, 2, 15, 40, 59, 6, 8, 1, 20, 109, 34, 19, 8, 15, 8, 22, 63, 127, 7, 0, 0, 15, 11, 123, 127, 24, 17, 8, 0, 2, 14, 8, 9, 22, 127, 53, 5, 0, 1, 1, 7, 22, 10, 44, 96, 14, 4, 71, 18, 32, 2, 0, 8, 16, 22, 127, 26, 3, 5, 33, 1, 0, 30, 12, 2, 2, 44, 127, 1, 0, 1, 0, 0, 0, 0, 16, 127, 23, 0, 51, 0, 0, 0, 0, 77, 35, 22, 127, 0, 0, 1, 36, 2, 3, 37, 6, 0, 0, 6, 127, 6, 1, 1
0, 0, 0, 0, 0, 0, 119, 119, 0, 1, 1, 1, 0, 0, 119, 108, 5, 2, 1, 0, 0, 0, 119, 82, 1, 0, 0, 0, 0, 12, 119, 43, 0, 0, 18, 31, 0, 0, 61, 59, 6, 11, 55, 57, 0, 1, 30, 21, 111, 41, 20, 4, 0, 0, 13, 37, 45, 3, 0, 0, 0, 4, 55, 59, 0, 0, 39, 64, 1, 0, 19, 12, 11, 4, 35, 44, 0, 0, 32, 40, 117, 83, 57, 10, 0, 0, 3, 25, 73, 119, 13, 0, 0, 1, 5, 11, 0, 0, 32, 55, 0, 1, 27, 17, 0, 0, 93, 119, 1, 0, 13, 9, 9, 83, 119, 68, 0, 0, 1, 1, 76, 119, 24, 0, 0, 0, 0, 0
77, 61, 1, 0, 27, 9, 0, 0, 25, 4, 2, 3, 49, 11, 1, 10, 53, 1, 0, 0, 0, 1, 47, 123, 20, 0, 0, 0, 0, 11, 106, 98, 123, 123, 2, 0, 18, 4, 0, 0, 89, 16, 1, 1, 61, 21, 7, 14, 123, 27, 2, 0, 1, 1, 11, 100, 35, 16, 8, 12, 28, 31, 40, 38, 123, 51, 0, 0, 6, 15, 32, 97, 64, 8, 0, 0, 6, 16, 90, 108, 123, 42, 4, 0, 0, 1, 32, 89, 25, 35, 27, 21, 10, 1, 0, 3, 11, 0, 0, 0, 0, 10, 112, 123, 5, 0, 3, 2, 0, 0, 65, 112, 7, 1, 14, 5, 0, 0, 30, 49, 5, 3, 30, 8, 0, 0, 1, 6
31, 51, 46, 4, 0, 0, 1, 12, 47, 26, 24, 4, 0, 0, 0, 25, 82, 54, 1, 0, 0, 0, 0, 21, 52, 22, 3, 1, 0, 1, 12, 36, 121, 110, 12, 0, 0, 1, 4, 16, 33, 54, 72, 3, 0, 4, 11, 14, 125, 50, 13, 0, 0, 0, 3, 95, 51, 13, 1, 0, 0, 1, 57, 106, 125, 99, 1, 0, 0, 2, 17, 42, 33, 31, 9, 2, 0, 22, 88, 29, 125, 121, 32, 1, 1, 2, 17, 32, 33, 125, 106, 1, 0, 0, 4, 11, 95, 125, 0, 0, 0, 0, 1, 30, 77, 108, 0, 0, 1, 4, 9, 12, 10, 30, 22, 2, 5, 15, 10, 4, 6, 75, 71, 3, 0, 2, 5, 6
33, 0, 0, 0, 0, 29, 122, 134, 41, 0, 0, 2, 29, 25, 10, 87, 21, 8, 1, 0, 34, 37, 83, 102, 25, 5, 0, 0, 0, 9, 118, 97, 1, 0, 0, 1, 7, 7, 42, 45, 41, 8, 3, 17, 23, 9, 8, 23, 134, 9, 1, 1, 2, 5, 62, 134, 38, 0, 0, 0, 7, 65, 134, 81, 4, 0, 1, 8, 13, 4, 2, 13, 45, 8, 5, 4, 17, 21, 12, 12, 134, 86, 1, 0, 0, 2, 4, 23, 84, 53, 15, 10, 21, 32, 8, 13, 2, 1, 4, 32, 8, 0, 0, 1, 18, 25, 28, 16, 2, 1, 2, 4, 107, 134, 6, 0, 0, 0, 3, 28, 21, 110, 80, 30, 5, 3, 8, 8
3, 128, 54, 0, 0, 0, 0, 0, 42, 123, 51, 1, 0, 0, 0, 1, 60, 128, 43, 0, 0, 0, 0, 2, 5, 46, 107, 4, 0, 0, 0, 0, 25, 128, 73, 2, 0, 0, 0, 1, 128, 128, 23, 0, 0, 0, 0, 10, 73, 52, 22, 0, 0, 0, 10, 31, 29, 30, 38, 0, 0, 0, 5, 32, 80, 20, 6, 1, 0, 0, 7, 56, 128, 23, 0, 0, 0, 0, 3, 113, 75, 59, 10, 0, 0, 2, 9, 25, 31, 42, 8, 0, 0, 0, 4, 31, 124, 17, 2, 1, 0, 0, 3, 42, 128, 23, 0, 0, 0, 5, 16, 124, 12, 17, 8, 1, 1, 50, 34, 20, 73, 27, 7, 0, 0, 8, 8, 70
