576.325,2.38465,158.798,8716799,0.0172705
457.574,2.95162,21.795,4719103,0.0165687
192.601,5.11673,160.394,7143935,0.0174829
252.365,4.97925,270.603,852479,0.0197791
300.968,5.53588,28.1271,6423039,0.0143717
93.939,5.94965,10.2281,5702143,0.0185002
579.423,7.59551,176.843,10224127,0.0161481
453.095,8.4106,172.964,6685183,0.0230779
362.336,9.125,181.022,983807,0.0324433
344.47,10.5128,168.174,11141631,0.0408386
344.47,10.5128,21.7103,11141631,0.0408386
195.066,11.4284,159.029,12648959,0.0176926
364.987,11.3539,188.844,9830911,0.0334283
372.261,12.8059,169.325,14221823,0.0151097
578.594,11.7182,131.678,2097919,0.0181121
616.194,13.5534,303.664,14483967,0.0316552
616.194,13.5534,92.196,14483967,0.0316552
284.069,14.1172,314.312,14352895,0.0140901
538.144,14.9073,163.935,8847871,0.0161415
416.998,15.4375,132.293,11403775,0.040659
581.172,16.2277,149.053,8258047,0.0282338
450.476,16.342,343.814,2753023,0.0326519
619.359,16.5899,138.869,2687487,0.0242993
422.319,16.8606,152.549,11010559,0.0368877
447.924,17.6367,343.642,16187903,0.0149854
597.412,17.8113,156.176,8389119,0.0174639
94.3813,18.6437,350.088,7602687,0.020293
455.126,21.028,359.201,16122367,0.0140226
635.951,21.3847,305.711,15401471,0.0211936
635.951,21.3847,256.873,15401471,0.0211936
521.468,21.7996,180.38,9306623,0.0212114
370.625,27.0113,337.718,3277311,0.028505
370.625,27.0113,170.093,3277311,0.028505
562.223,27.3089,158.795,6095359,0.0150457
465.414,27.3447,174.593,10289663,0.0243393
322.83,28.3948,170.046,14418431,0.0142012
203.612,29.4287,150.241,6750719,0.020657
364.164,29.8493,276.031,2490879,0.0374294
364.164,29.8493,183.384,2490879,0.0374294
364.164,29.8493,134.208,2490879,0.0374294
592.498,29.3195,144.695,6226431,0.0321421
674.802,31.4515,148.216,13631999,0.0166894
363.032,33.0401,42.4201,8847871,0.0396571
325.6,33.9383,178.148,12976639,0.0134404
603.874,34.3292,162.419,9503231,0.0294533
168.22,37.5385,315.701,9896447,0.0210346
297.929,37.861,10.1016,1114879,0.0322149
645.137,38.4357,312.511,10945023,0.0159631
366.638,39.0229,205.692,15467007,0.0240005
613.404,40.9421,174.503,6423039,0.0232591
606.586,41.5458,130.889,8258047,0.0137468
524.584,42.6893,180.378,15794687,0.0148343
524.586,42.7637,179.879,16122367,0.0148201
369.034,43.6216,151.118,2818559,0.0145192
660.213,45.5272,321.892,9568767,0.0151815
357.303,46.2617,318.725,11207167,0.0147496
472.181,46.8892,55.3879,1835519,0.0221156
651.638,49.6353,163.89,10027519,0.0188921
620.212,50.3144,136.47,10158591,0.0197007
662.953,51.4557,319.986,7143935,0.0209472
657.177,51.9497,291.65,3277311,0.0164149
520.372,52.3634,188.834,15467007,0.0152004
692.571,53.5909,344.674,5636607,0.057972
692.571,53.5909,11.7255,5636607,0.057972
491.093,54.6469,186.435,9634303,0.0160565
427.638,55.4937,6.67294,3080703,0.026625
576.404,56.9424,175.239,2556415,0.0226506
93.4238,57.458,329.344,10813951,0.0185314
478.607,59.3548,197.604,11207167,0.0202902
426.663,60.7467,9.54401,11862527,0.0254534
309.663,61.4247,349.785,6947327,0.01371
219.228,61.7879,317.149,10551807,0.0179882
201.006,63.5618,175.799,16646655,0.0237061
297.012,65.8119,210.346,11272703,0.0167007
425.62,66.2163,16.0742,4391423,0.0288792
674.984,67.7678,289.186,10093055,0.0346861
236.767,70.1134,121.072,7471615,0.0199291
673.165,70.1922,295.416,3604991,0.0165925
673.165,70.1922,135.162,3604991,0.0165925
579.562,71.4277,171.438,3604991,0.0173816
452.109,72.4219,327.539,16253439,0.0248306
477.089,73.483,148.285,14221823,0.0135426
87.3061,73.9594,95.5314,11338239,0.0268629
92.3273,73.9713,90.4286,9175551,0.0219143
497.142,75.8162,11.7002,7012863,0.0145545
475.171,77.3543,191.783,12059135,0.0354342
188.033,77.322,247.426,590335,0.0307902
421.59,78.3001,147.637,11469311,0.0285878
421.59,78.3001,25.8838,11469311,0.0285878
489.394,78.3926,176.381,7340543,0.0284933
124.568,79.0264,100.916,15991295,0.0209305
519.151,79.0883,192.13,15008255,0.0155131
467.992,79.4755,172.864,7733759,0.0340143
555.429,80.5734,350.857,1049087,0.0143143
688.981,83.1553,310.917,15532543,0.0184184
688.981,83.1553,130.477,15532543,0.0184184
364.58,83.9419,24.9241,16450047,0.0198626
452.712,83.7085,202.622,6423039,0.029288
452.712,83.7085,8.60001,6423039,0.029288
714.813,83.7728,319.486,12517887,0.0412452
505.922,84.8569,211.987,9568767,0.0149969
708.686,85.5242,352.36,7995903,0.0243068
708.686,85.5242,172.186,7995903,0.0243068
436.515,87.1913,203.567,4588031,0.0201961
706.341,87.0046,301.615,10879487,0.0316078
165.274,87.5298,248.414,8585727,0.0211795
507.544,87.7476,205.37,9961983,0.021819
654.171,89.1072,0.2966,1376767,0.0248525
654.171,89.1072,183.504,1376767,0.0248525
60.1601,89.5777,71.1667,11665919,0.0166385
482.468,89.9012,33.2043,590335,0.0155294
453.513,90.2752,8.83426,4653567,0.0184106
99.0665,91.6676,272.883,9634303,0.0222705
